,m,s,e,u,m_genotype,s_region,e_name,osi_ctrl,osi_opto,dsi_ctrl,dsi_opto,sbc_zscore,sbc,sbc_method,chirp_type,wave_type,burst_ratio_ctrl,burst_ratio_opto,tun_model,tun_rsq_ctrl,tun_rsq_opto,c_zscore,fr_mean_e,fr_sem_e,fr_mean_stim,fr_sem_stim,fr_mean_spon,fr_sem_spon,fr_mean_ctrl,fr_sem_ctrl,fr_mean_opto,fr_sem_opto,fr_mean_stim_ctrl,fr_sem_stim_ctrl,fr_mean_stim_opto,fr_sem_stim_opto,fr_mean_spon_ctrl,fr_sem_spon_ctrl,fr_mean_spon_opto,fr_sem_spon_opto,omi_e,omi_stim,omi_spon,snr_opto,snr_ctrl
1086,Ntsr1Cre_2020_0001,3,1,41,-/-,LGN,AsparseNoise5_60deg,,,,,,,,,excit,,,ellipse,0.5998481542658072,,,11.681106979166666,0.1999393539595214,11.681106979166666,0.1999393539595214,,,,,,,,,,,,,,,,,,,
1087,Ntsr1Cre_2020_0001,3,1,42,-/-,LGN,AsparseNoise5_60deg,,,,,,,,,excit,,,ellipse,0.22901861563306303,,,2.171938517361111,0.053255229816245885,2.171938517361111,0.053255229816245885,,,,,,,,,,,,,,,,,,,
1088,Ntsr1Cre_2020_0001,3,1,50,-/-,LGN,AsparseNoise5_60deg,,,,,,,,,excit,,,ellipse,0.2633625127529655,,,5.6161013888888895,0.10530861144006014,5.6161013888888895,0.10530861144006014,,,,,,,,,,,,,,,,,,,
1089,Ntsr1Cre_2020_0001,3,1,51,-/-,LGN,AsparseNoise5_60deg,,,,,,,,,excit,,,ellipse,0.25771250438125415,,,7.489839895833332,0.13058586811089865,7.489839895833332,0.13058586811089865,,,,,,,,,,,,,,,,,,,
1090,Ntsr1Cre_2020_0001,3,1,53,-/-,LGN,AsparseNoise5_60deg,,,,,,,,,excit,,,ellipse,0.046668023611516785,,,19.923260069444442,0.17079055676836344,19.923260069444442,0.17079055676836344,,,,,,,,,,,,,,,,,,,
1091,Ntsr1Cre_2020_0001,3,1,59,-/-,LGN,AsparseNoise5_60deg,,,,,,,,,excit,,,ellipse,0.11057712727497915,,,2.1424407500000004,0.060525703899697345,2.1424407500000004,0.060525703899697345,,,,,,,,,,,,,,,,,,,
1092,Ntsr1Cre_2020_0001,3,2,3,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,6.405711666666666,0.3582403279686428,6.405711666666666,0.3582403279686428,,,6.405711666666666,0.3582403279686428,,,6.405711666666666,0.3582403279686428,,,,,,,,,,,
1093,Ntsr1Cre_2020_0001,3,2,7,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,11.46375,0.3435677782586369,11.46375,0.3435677782586369,,,11.46375,0.3435677782586369,,,11.46375,0.3435677782586369,,,,,,,,,,,
1094,Ntsr1Cre_2020_0001,3,2,10,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,28.06875833333333,0.763551861017563,28.06875833333333,0.763551861017563,,,28.06875833333333,0.763551861017563,,,28.06875833333333,0.763551861017563,,,,,,,,,,,
1095,Ntsr1Cre_2020_0001,3,2,13,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,86.83516666666667,0.625912727038432,86.83516666666667,0.625912727038432,,,86.83516666666667,0.625912727038432,,,86.83516666666667,0.625912727038432,,,,,,,,,,,
1096,Ntsr1Cre_2020_0001,3,2,14,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,0.26621424999999993,0.0750809238281991,0.26621424999999993,0.0750809238281991,,,0.26621424999999993,0.0750809238281991,,,0.26621424999999993,0.0750809238281991,,,,,,,,,,,
1097,Ntsr1Cre_2020_0001,3,2,15,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,8.585290833333332,0.43409539870104796,8.585290833333332,0.43409539870104796,,,8.585290833333332,0.43409539870104796,,,8.585290833333332,0.43409539870104796,,,,,,,,,,,
1098,Ntsr1Cre_2020_0001,3,2,16,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,12.145962500000001,0.4907903470317885,12.145962500000001,0.4907903470317885,,,12.145962500000001,0.4907903470317885,,,12.145962500000001,0.4907903470317885,,,,,,,,,,,
1099,Ntsr1Cre_2020_0001,3,2,20,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,27.869091666666662,0.45684418129000565,27.869091666666662,0.45684418129000565,,,27.869091666666662,0.45684418129000565,,,27.869091666666662,0.45684418129000565,,,,,,,,,,,
1100,Ntsr1Cre_2020_0001,3,2,21,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,1.1480365833333335,0.17225223492632252,1.1480365833333335,0.17225223492632252,,,1.1480365833333335,0.17225223492632252,,,1.1480365833333335,0.17225223492632252,,,,,,,,,,,
1101,Ntsr1Cre_2020_0001,3,2,25,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,11.596825833333332,0.4507851889497392,11.596825833333332,0.4507851889497392,,,11.596825833333332,0.4507851889497392,,,11.596825833333332,0.4507851889497392,,,,,,,,,,,
1102,Ntsr1Cre_2020_0001,3,2,27,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,15.83965,0.6461563951904018,15.83965,0.6461563951904018,,,15.83965,0.6461563951904018,,,15.83965,0.6461563951904018,,,,,,,,,,,
1103,Ntsr1Cre_2020_0001,3,2,35,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,0.29949425,0.07963586954402015,0.29949425,0.07963586954402015,,,0.29949425,0.07963586954402015,,,0.29949425,0.07963586954402015,,,,,,,,,,,
1104,Ntsr1Cre_2020_0001,3,2,37,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,6.904986666666666,0.2891909670341406,6.904986666666666,0.2891909670341406,,,6.904986666666666,0.2891909670341406,,,6.904986666666666,0.2891909670341406,,,,,,,,,,,
1105,Ntsr1Cre_2020_0001,3,2,41,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,10.948006666666666,0.28213446297909966,10.948006666666666,0.28213446297909966,,,10.948006666666666,0.28213446297909966,,,10.948006666666666,0.28213446297909966,,,,,,,,,,,
1106,Ntsr1Cre_2020_0001,3,2,42,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,0.66551575,0.12609654440042822,0.66551575,0.12609654440042822,,,0.66551575,0.12609654440042822,,,0.66551575,0.12609654440042822,,,,,,,,,,,
1107,Ntsr1Cre_2020_0001,3,2,50,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,21.47993333333333,0.6448654915342557,21.47993333333333,0.6448654915342557,,,21.47993333333333,0.6448654915342557,,,21.47993333333333,0.6448654915342557,,,,,,,,,,,
1108,Ntsr1Cre_2020_0001,3,2,51,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,4.808487500000001,0.30740103056284385,4.808487500000001,0.30740103056284385,,,4.808487500000001,0.30740103056284385,,,4.808487500000001,0.30740103056284385,,,,,,,,,,,
1109,Ntsr1Cre_2020_0001,3,2,53,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,30.76414166666667,0.5817798542896818,30.76414166666667,0.5817798542896818,,,30.76414166666667,0.5817798542896818,,,30.76414166666667,0.5817798542896818,,,,,,,,,,,
1110,Ntsr1Cre_2020_0001,3,2,59,-/-,LGN,titrate_light_intensity_doricLED_465nm_500mum_063NA,,,,,,,,,excit,,,,,,,3.560670833333333,0.3861370871627235,3.560670833333333,0.3861370871627235,,,3.560670833333333,0.3861370871627235,,,3.560670833333333,0.3861370871627235,,,,,,,,,,,
1111,Ntsr1Cre_2020_0001,3,3,3,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Ntsr1Cre_2020_0001,3,3,7,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Ntsr1Cre_2020_0001,3,3,10,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Ntsr1Cre_2020_0001,3,3,13,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Ntsr1Cre_2020_0001,3,3,14,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Ntsr1Cre_2020_0001,3,3,15,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Ntsr1Cre_2020_0001,3,3,16,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Ntsr1Cre_2020_0001,3,3,20,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Ntsr1Cre_2020_0001,3,3,21,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Ntsr1Cre_2020_0001,3,3,25,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Ntsr1Cre_2020_0001,3,3,27,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Ntsr1Cre_2020_0001,3,3,35,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Ntsr1Cre_2020_0001,3,3,37,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Ntsr1Cre_2020_0001,3,3,41,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Ntsr1Cre_2020_0001,3,3,42,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Ntsr1Cre_2020_0001,3,3,50,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Ntsr1Cre_2020_0001,3,3,51,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Ntsr1Cre_2020_0001,3,3,53,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Ntsr1Cre_2020_0001,3,3,59,-/-,LGN,Aspontanenous_opto,,,,,,,,,excit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Ntsr1Cre_2020_0001,3,4,3,-/-,LGN,oriTun12_opto,0.11121966755253343,0.10497993649495338,0.06455261628133188,0.1380121816273756,6.2296191666666685,False,mean_per_exp,,excit,0.02991589287691188,0.03250794260758028,sum_of_gaussians,0.4925578266826215,0.6856716461825756,18.0675,10.597858076923076,0.5567294525867519,11.00014625,0.5178234083834562,5.7704,1.2164199999999996,10.374731538461539,0.8593132084402071,10.820984615384615,0.738059560725958,10.859794166666667,0.7711110449416462,11.140498333333333,0.7232727192095508,4.55398,0.614389,6.98682,1.21514,0.02105392776936672,0.012759110664854401,0.2108034105088035,,
1131,Ntsr1Cre_2020_0001,3,4,7,-/-,LGN,oriTun12_opto,0.08280323065972996,0.09773724841391296,0.10568950359698898,0.15946770363922694,-1.3839609666666668,False,mean_per_exp,,excit,0.02775151579639205,0.027368972264644343,sum_of_gaussians,0.5391302592305366,0.7569944405885161,1.1922,9.115083846153848,0.36708389063749736,9.0351,0.3904960447293613,10.07489,0.8423099999999994,9.391023076923075,0.5101173387682794,8.839144615384617,0.5371691096525297,9.263841666666664,0.5370440684951359,8.806358333333336,0.5828756499977963,10.9172,1.48063,9.23258,1.47925,-0.03027281322109425,-0.025317004423488883,-0.08360488303098093,,
1132,Ntsr1Cre_2020_0001,3,4,10,-/-,LGN,oriTun12_opto,0.07564277576695437,0.1110751946214635,0.038875291044437425,0.01160537200120811,-1.839301,False,mean_per_exp,,excit,0.034850840782136586,0.03628270756344738,sum_of_gaussians,0.43672363229110045,0.668672483909499,-0.506702,16.507457692307693,0.655454783588008,16.006395833333332,0.6033033212012294,22.5202,0.06259999999999977,16.589046153846155,0.9015933931753032,16.425869230769226,0.9879814249645338,16.089566666666666,0.8159813695820821,15.923224999999995,0.924658607936497,22.5828,3.54875,22.4576,3.78541,-0.0049425213172882305,-0.005196099996485925,-0.002779726645411665,,
1133,Ntsr1Cre_2020_0001,3,4,13,-/-,LGN,oriTun12_opto,0.03307659265962653,0.0285462651236213,0.016765173944543504,0.013342635512110061,7.427082500000002,False,mean_per_exp,,excit,0.04773313084947898,0.06134157315267922,sum_of_gaussians,0.5816111477787038,0.4577107453774675,12.0689,49.515115384615385,1.1699436415840039,50.94852083333333,0.671060481328393,32.31425,0.18744999999999834,49.54633846153847,1.6834800573985953,49.48389230769231,1.6937924710338532,50.966725000000004,0.9823854735567413,50.93031666666667,0.9581356714073601,32.5017,2.07788,32.1268,2.19138,-0.0006305766770520606,-0.00035730510658430836,-0.005800846375824856,,
1134,Ntsr1Cre_2020_0001,3,4,14,-/-,LGN,oriTun12_opto,0.21405754394487603,0.09484179831814238,0.2085432473692524,0.2501256654937088,-16.353046666666668,True,mean_per_exp,,excit,0.01111111111111111,0.0,sum_of_gaussians,0.6763300279703993,0.2501628546160547,-6.06273,0.9549361923076922,0.19451399005394895,0.6888096249999999,0.06701146471094215,4.148455,0.09364499999999998,0.9885323076923076,0.28542902076757765,0.9213400769230768,0.27566442577305467,0.7174016666666666,0.09697830971816807,0.6602175833333334,0.09604778484853245,4.2421,0.894776,4.05481,1.27386,-0.03518152904376494,-0.041509352699109894,-0.022573464096874614,,
1135,Ntsr1Cre_2020_0001,3,4,15,-/-,LGN,oriTun12_opto,0.10569495937959388,0.15351380422926236,0.3489569699744923,0.17934362378047844,-0.5054592881666667,False,mean_per_exp,,excit,0.0,0.009216589861751152,sum_of_gaussians,0.3669164321268157,0.43707063215822006,0.753552,0.5086592153846154,0.047659119371704625,0.52765365,0.04881181530300501,0.28072600000000003,0.15596,0.4654703538461539,0.05808180858007868,0.5518480769230769,0.07602470518804393,0.46786905,0.06308771360071735,0.58743825,0.07303189834255334,0.436686,0.113081,0.124766,0.0816786,0.08490726252900947,0.11330273182039018,-0.5555595135470174,,
1136,Ntsr1Cre_2020_0001,3,4,16,-/-,LGN,oriTun12_opto,0.23139479994893644,0.202965605057433,0.09995752141357524,0.11467843422122347,-10.4483975,True,mean_per_exp,,excit,0.04687885970764775,0.07592479497418313,sum_of_gaussians,0.774581793935792,0.6660969052438748,-1.60968,12.039851153846154,1.276406550334219,10.641434583333334,0.8475474804170114,28.82085,5.115149999999999,11.488031538461538,1.5162543666755335,12.59167076923077,2.10680141955776,10.469892499999998,1.2214545217858497,10.812976666666666,1.2274575957276876,23.7057,2.68267,33.936,3.94427,0.045832760582620355,0.016120202778110736,0.17748088623340394,,
1137,Ntsr1Cre_2020_0001,3,4,20,-/-,LGN,oriTun12_opto,0.053671671127020835,0.03701032786565633,0.08490262015382385,0.07721500694254944,4.246390833333333,False,mean_per_exp,,excit,0.01836401618295887,0.02945666107180911,sum_of_gaussians,0.8645204990792055,0.6270467748556134,11.2474,28.616869230769233,0.6119701528108711,28.9897625,0.6018935163242801,24.14215,0.18735000000000035,29.022384615384617,0.9190636249874911,28.211353846153845,0.8296762712521649,29.413458333333335,0.904162637258861,28.566066666666668,0.8153660578122709,24.3295,0.89344,23.9548,1.17037,-0.014170501369149446,-0.014615360623714435,-0.007760286469929163,,
1138,Ntsr1Cre_2020_0001,3,4,21,-/-,LGN,oriTun12_opto,0.21636760292182491,0.18478465460140928,0.02483510807352804,0.08209675141191565,-3.553408895058334,True,mean_per_exp,,excit,0.007467386414754835,0.004000727404982724,sum_of_gaussians,0.7318826958851581,0.6138041483125463,0.916992,5.141777692307693,0.39531987823467635,4.954231249999999,0.4024169303374483,7.392334999999999,0.7796949999999998,5.230566153846154,0.5708284868241258,5.05298923076923,0.5692086310637909,5.1153933333333335,0.6077936982686235,4.793069166666666,0.5505138374454145,6.61264,1.07432,8.17203,1.49398,-0.017268047522025962,-0.03253018989239423,0.1054734397183028,,
1139,Ntsr1Cre_2020_0001,3,4,25,-/-,LGN,oriTun12_opto,0.02971171749210054,0.07400984091570012,0.12296778766084103,0.26262134468352916,2.2368822500000003,False,mean_per_exp,,excit,0.01740928134269563,0.04305729325439266,sum_of_gaussians,0.636979191133763,0.8728048499342916,4.08169,15.907607692307693,0.5439609964785536,16.12075,0.5677988431373526,13.3499,0.31179999999999986,16.104369230769233,0.5653179636711626,15.710846153846155,0.9522882650870403,16.359891666666666,0.5482040846279586,15.881608333333334,1.0184663975547905,13.0381,0.70856,13.6617,1.12754,-0.012369021305239076,-0.014834400798143133,0.02335598019460819,,
1140,Ntsr1Cre_2020_0001,3,4,27,-/-,LGN,oriTun12_opto,0.10010414459946938,0.17804706661351158,0.004702288021604208,0.02876684530666323,-13.055842499999999,True,mean_per_exp,,excit,0.02456786720679846,0.03881785896846816,sum_of_gaussians,0.5169077840642599,0.8526950497306875,-2.79559,12.229411538461537,1.0022888921190019,10.981949999999998,0.5499661576146089,27.19895,0.49875000000000114,12.255832307692307,1.3522725122952,12.20299076923077,1.5352541504870687,11.052135,0.6699252744302565,10.911765,0.9028559309721937,26.7002,3.93533,27.6977,3.08791,-0.002160428500396388,-0.006390941499460432,0.01833710492500634,,
1141,Ntsr1Cre_2020_0001,3,4,35,-/-,LGN,oriTun12_opto,0.36704060836076613,0.2960219017360631,0.5463390370279698,0.150066499162888,0.9522272554909083,False,mean_per_exp,,excit,0.0,0.0,sum_of_gaussians,0.814036964887865,0.8108316495325387,1.90078,0.2687254884615385,0.03849750010922521,0.2703254666666667,0.040209882916883516,0.24952575,0.18714424999999998,0.23033809230769234,0.06450136192452567,0.3071128846153846,0.04206204057165767,0.24433447500000005,0.06844961684031052,0.29631645833333337,0.04419428354194496,0.0623815,0.0623815,0.43667,0.198672,0.1428498516222452,0.09614703337852984,0.7499997495248487,,
1142,Ntsr1Cre_2020_0001,3,4,37,-/-,LGN,oriTun12_opto,0.10515052521798116,0.0977706056008382,0.20049705561482226,0.237962543363781,-2.6420576537500002,True,mean_per_exp,,excit,0.01307806045593402,0.025318093232460804,sum_of_gaussians,0.6931824294578093,0.7194378521037638,1.75981,12.236608076923078,0.5611065219496807,11.990471249999999,0.5800532158046627,15.190249999999999,0.09344999999999981,12.418953076923078,0.8235856669819999,12.054263076923077,0.7924648699035577,12.195799166666667,0.8618396751105359,11.785143333333332,0.8103016687034129,15.0968,1.63841,15.2837,2.20168,-0.01490159681945552,-0.01712425745290599,0.0061519724823488635,,
1143,Ntsr1Cre_2020_0001,3,4,41,-/-,LGN,oriTun12_opto,0.23137916855518018,0.20156049850828583,0.09714795289009977,0.10402456191752144,2.3534935833333335,False,mean_per_exp,,excit,0.013107546522822698,0.03780911387706015,sum_of_gaussians,0.9018657416293424,0.8844014933082751,9.99525,12.51732,0.8951963043879516,12.718258749999999,0.9520459039014981,10.106055,1.996145,12.38056,1.3716604844643683,12.65408,1.2060260071338982,12.736447499999999,1.440086974513632,12.700069999999998,1.310134880189591,8.10991,2.80702,12.1022,2.00021,0.010925661403559281,-0.0014301289474866362,0.19751970477105066,,
1144,Ntsr1Cre_2020_0001,3,4,42,-/-,LGN,oriTun12_opto,0.10451429862339968,0.0606033339974844,0.37125599869845666,0.18699337570077595,0.10229883333333335,False,mean_per_exp,,excit,0.0,0.014389270859859096,sum_of_gaussians,0.7061066570367341,0.2225825402607602,1.70303,2.5025096153846156,0.16345618278301402,2.5109075,0.17701238284005383,2.4017350000000004,0.15591500000000003,2.4905207692307694,0.22750784845143693,2.514498461538462,0.24401005210705962,2.5109125,0.24633162781873094,2.5109025000000003,0.2652380868147693,2.24582,0.827626,2.55765,0.851094,0.004790729306350186,-1.991311906078066e-06,0.06491765327981647,,
1145,Ntsr1Cre_2020_0001,3,4,50,-/-,LGN,oriTun12_opto,0.017397358826260072,0.05873067881144288,0.1108702401098671,0.11453689885991454,-0.9121372000000001,False,mean_per_exp,,excit,0.01807938560772363,0.04035602885325154,sum_of_gaussians,0.4890381217118728,0.658276909924685,1.55826,24.228492307692306,0.614887920767131,24.03294166666667,0.6487182834088036,26.5751,0.873099999999999,23.96939230769231,0.7803319175001288,24.48759230769231,0.9773722132003215,23.825008333333333,0.8336625217802223,24.240875000000003,1.0281064311669381,25.702,3.25909,27.4482,3.7983,0.010694020771475672,0.008652013399663651,0.03285406263758176,,
1146,Ntsr1Cre_2020_0001,3,4,51,-/-,LGN,oriTun12_opto,0.029296121899095577,0.03172091803196058,0.14269595180423644,0.03432644624615764,3.4272883333333333,False,mean_per_exp,,excit,0.02887906649095907,0.03849147531212749,sum_of_gaussians,0.5491462323039953,0.0680002955235568,5.37861,5.8207942307692315,0.21568045404053232,5.970553333333334,0.20058822631478423,4.023685,0.7173549999999999,5.8591923076923065,0.28981523800463704,5.782396153846154,0.33103872154899483,6.071930833333332,0.2139578324090504,5.869175833333333,0.34729172844476003,3.30633,0.837973,4.74104,1.00254,-0.006596707493987791,-0.01697958201529051,0.17828309124595984,,
1147,Ntsr1Cre_2020_0001,3,4,53,-/-,LGN,oriTun12_opto,0.046145523640322136,0.08471486723610708,0.03127219197632849,0.07925255138993086,1.1646252166666669,False,mean_per_exp,,excit,0.01757226943735179,0.027381738846808796,sum_of_gaussians,0.2739372409911648,0.5575468270056099,3.62564,23.990973076923083,0.7474104688457586,23.934183333333333,0.7900424188452664,24.672449999999998,2.9629500000000006,23.935807692307687,0.9036169132749828,24.046138461538458,1.2290494869414679,24.12133333333333,0.9614075340695311,23.74703333333333,1.2959476675468813,21.7095,3.06059,27.6354,3.36371,0.0022994225552463755,-0.00781936017592686,0.12009143802095054,,
1148,Ntsr1Cre_2020_0001,3,4,59,-/-,LGN,oriTun12_opto,0.19887403403314768,0.10543156801912913,0.18861277121833914,0.09150468677655767,1.4748981666666665,False,mean_per_exp,,excit,0.006741573033707865,0.021648550724637682,sum_of_gaussians,0.7410178029243895,0.4171769786233528,6.27904,4.359596153846153,0.3088541949454601,4.530549166666667,0.3076777730422612,2.30816,0.5614699999999999,4.457974615384615,0.49949410862085536,4.261217692307692,0.38256335736904984,4.5903366666666665,0.5235951311544894,4.470761666666667,0.34795488053210455,2.86963,0.922876,1.74669,1.33377,-0.02256595750312088,-0.013196523820971591,-0.24325436711493134,,
1149,Ntsr1Cre_2020_0001,3,5,3,-/-,LGN,conTun12_opto,,,,,8.243192500000001,False,mean_per_exp,,excit,0.008100476519831357,0.007984108276546248,hyper_ratio_supersat,0.9653806067520303,0.9569302635342579,17.6763,12.665461071428572,0.9934015125461234,13.221288846153849,0.9873002923363718,5.4397,0.04992999999999981,12.469402142857144,1.4671280665352908,12.86152,1.3931368694980923,13.01398923076923,1.4714634252485455,13.428588461538462,1.3744602504003427,5.38977,0.783077,5.48963,0.952704,0.01547980981234933,0.01567922899172729,0.009178815008180562,,
1150,Ntsr1Cre_2020_0001,3,5,7,-/-,LGN,conTun12_opto,,,,,5.777942499999999,False,mean_per_exp,,excit,0.014634955675331372,0.017201916911750503,hyper_ratio_supersat,0.876633011055731,0.8240304264520285,10.0081,19.00708928571429,0.9229898383955604,19.634211538461543,0.8775222873054288,10.854500000000002,0.42419999999999985,19.75212142857143,1.3571826828930944,18.26205714285714,1.2693949017826958,20.40392307692308,1.2858004071172169,18.8645,1.2068541850506875,11.2787,1.47897,10.4303,1.66592,-0.03919759262756294,-0.039202569298682974,-0.0390805656640103,,
1151,Ntsr1Cre_2020_0001,3,5,10,-/-,LGN,conTun12_opto,,,,,-1.3192422916666666,False,mean_per_exp,,excit,0.018188952494676464,0.016085749466360277,hyper_ratio_supersat,0.2052431644808581,0.07378044729917832,0.921755,14.155492857142857,0.5149477352615704,14.19444230769231,0.5400932853661794,13.64915,2.27065,14.112714285714288,0.5569522465430553,14.198271428571429,0.8893834383923822,13.973707692307695,0.582539097891285,14.415176923076924,0.9316369418555603,15.9198,2.20493,11.3785,2.77243,0.0030220474737468702,0.015550777593071987,-0.1663583446588249,,
1152,Ntsr1Cre_2020_0001,3,5,13,-/-,LGN,conTun12_opto,,,,,15.153172416666669,False,mean_per_exp,,excit,0.05987664871679207,0.05003457388311424,hyper_ratio_supersat,0.985181546481578,0.9846033591212651,37.2966,40.855275,1.905348389483545,41.81941153846154,1.9239885640258798,28.3215,0.17480000000000115,41.001400000000004,2.841868642516519,40.70915000000001,2.64583131066174,41.99022307692308,2.8777631396347125,41.6486,2.6716099750851283,28.1467,0.79502,28.4963,1.40654,-0.003576649526897024,-0.004084503635457488,0.006171989477958483,,
1153,Ntsr1Cre_2020_0001,3,5,14,-/-,LGN,conTun12_opto,,,,,-16.461133583333336,True,mean_per_exp,,excit,0.0014903129657228018,0.001998001998001998,hyper_ratio_supersat,,,2.19599,5.881787500000001,0.8057535726085769,5.506947307692309,0.8162235337106634,10.75471,1.8216899999999991,5.642949714285715,1.1228799099340787,6.120625285714285,1.19465600115212,5.3898673846153855,1.181641540809185,5.62402723076923,1.1736093423278278,8.93302,1.52905,12.5764,2.71712,0.040606326854597335,0.021260403729191458,0.16938532047819044,,
1154,Ntsr1Cre_2020_0001,3,5,15,-/-,LGN,conTun12_opto,,,,,1.1,False,mean_per_exp,,excit,0.0,0.0,hyper_ratio_supersat,0.04411654284739852,0.044117928687344654,1.5,0.021388474999999997,0.005980747049804621,0.023033742307692305,0.006331399678032492,0.0,0.0,0.021388292857142856,0.008619165673127547,0.02138865714285714,0.008619182028856451,0.023033546153846153,0.009138582215288743,0.023033938461538457,0.009138594326652228,0.0,0.0,0.0,0.0,8.515934733186682e-06,8.515934733128748e-06,,,
1155,Ntsr1Cre_2020_0001,3,5,16,-/-,LGN,conTun12_opto,,,,,-4.163262641666667,True,mean_per_exp,,excit,0.02448129725538931,0.029291218956388757,hyper_ratio_supersat,0.8505623711570244,0.7698052728244368,2.24099,16.750624999999996,0.9941706261941001,16.612984615384615,1.064876993326637,18.539949999999997,1.2727500000000003,16.526028571428572,1.3677893083795567,16.97522142857143,1.4922970632893577,16.469015384615382,1.4760973105076673,16.75695384615385,1.594530678756468,17.2672,2.71433,19.8127,3.70727,0.013408241696738422,0.008666066579987631,0.06864905245159779,,
1156,Ntsr1Cre_2020_0001,3,5,20,-/-,LGN,conTun12_opto,,,,,5.84710575,False,mean_per_exp,,excit,0.026437988353869197,0.02739143301625669,hyper_ratio_supersat,0.9646738976262539,0.9354278663180158,14.7151,28.578374999999998,0.842310097521634,28.876453846153847,0.8804764701216437,24.70335,0.249649999999999,28.842157142857143,1.284094502518087,28.314592857142856,1.1346776972050419,29.17973076923077,1.3381952502792043,28.57317692307692,1.1933422463580179,24.4537,1.07558,24.953,1.20651,-0.009230130924419036,-0.010502568102465191,0.01010591680885382,,
