,m,s,e,u,fr_mean_e,fr_sem_e,fr_mean_stim,fr_sem_stim,fr_mean_spon,fr_sem_spon,fr_mean_ctrl,fr_sem_ctrl,fr_mean_opto,fr_sem_opto,fr_mean_stim_ctrl,fr_sem_stim_ctrl,fr_mean_stim_opto,fr_sem_stim_opto,fr_mean_spon_ctrl,fr_sem_spon_ctrl,fr_mean_spon_opto,fr_sem_spon_opto
0,Ntsr1Cre_2019_0002,3,5,13,33.2104796296296,0.608948435866056,34.139766666666645,0.6123538977406908,25.77618333333334,0.9504937767664329,33.2104796296296,0.608948435866056,,,34.139766666666645,0.6123538977406908,,,25.77618333333334,0.9504937767664329,,
1,Ntsr1Cre_2019_0002,3,5,14,24.958481388888885,0.8804570412340947,26.384618749999998,0.885707548176945,13.5493825,0.5939373462545919,24.958481388888885,0.8804570412340947,,,26.384618749999998,0.885707548176945,,,13.5493825,0.5939373462545919,,
2,Ntsr1Cre_2019_0002,3,5,19,8.91189502222222,0.640250747403308,9.892799468749999,0.6539007450625731,1.0646594500000002,0.21573285172715298,8.91189502222222,0.640250747403308,,,9.892799468749999,0.6539007450625731,,,1.0646594500000002,0.21573285172715298,,
3,Ntsr1Cre_2019_0002,3,5,30,19.687854537037033,0.7314778359193812,21.125771875,0.6931460426323064,8.184515833333332,0.33735168613790617,19.687854537037033,0.7314778359193812,,,21.125771875,0.6931460426323064,,,8.184515833333332,0.33735168613790617,,
4,Ntsr1Cre_2019_0002,3,5,40,18.829291111111107,0.6028408361036942,20.421891979166666,0.46835220601045546,6.088484166666667,0.24169488810700582,18.829291111111107,0.6028408361036942,,,20.421891979166666,0.46835220601045546,,,6.088484166666667,0.24169488810700582,,
5,Ntsr1Cre_2019_0002,3,5,45,2.304908074074074,0.12207767538788131,2.5524731250000006,0.11415424308303186,0.3243876666666667,0.056468260802379114,2.304908074074074,0.12207767538788131,,,2.5524731250000006,0.11415424308303186,,,0.3243876666666667,0.056468260802379114,,
6,Ntsr1Cre_2019_0002,3,5,59,19.532567500000003,0.7408668256023772,18.43500510416667,0.7483980680838245,28.31306666666667,1.2122443075185427,19.532567500000003,0.7408668256023772,,,18.43500510416667,0.7483980680838245,,,28.31306666666667,1.2122443075185427,,
7,Ntsr1Cre_2019_0002,3,5,72,1.0618823212962962,0.13625342575305074,1.1935779197916665,0.1479179252048271,0.008317533333333333,0.008317533333333335,1.0618823212962962,0.13625342575305074,,,1.1935779197916665,0.1479179252048271,,,0.008317533333333333,0.008317533333333335,,
8,Ntsr1Cre_2019_0002,3,7,13,25.615134259259268,0.40970017116118174,25.810259375000005,0.4466876129128461,24.054133333333336,0.812383892154641,25.615134259259268,0.40970017116118174,,,25.810259375000005,0.4466876129128461,,,24.054133333333336,0.812383892154641,,
9,Ntsr1Cre_2019_0002,3,7,14,21.496112407407423,0.7777488055086577,23.036354166666673,0.7339835603782412,9.174178333333334,0.45398441252748906,21.496112407407423,0.7777488055086577,,,23.036354166666673,0.7339835603782412,,,9.174178333333334,0.45398441252748906,,
10,Ntsr1Cre_2019_0002,3,7,19,8.29809920185185,0.6027432829265533,9.27194095833333,0.6086161745936627,0.5073651499999999,0.0741823559870933,8.29809920185185,0.6027432829265533,,,9.27194095833333,0.6086161745936627,,,0.5073651499999999,0.0741823559870933,,
11,Ntsr1Cre_2019_0002,3,7,30,9.547558055555553,0.21914819493481794,9.890544166666666,0.22174286968889334,6.803669166666666,0.1930157020518622,9.547558055555553,0.21914819493481794,,,9.890544166666666,0.22174286968889334,,,6.803669166666666,0.1930157020518622,,
12,Ntsr1Cre_2019_0002,3,7,40,17.0887725,0.5351834349775346,18.40040135416667,0.44588941878829125,6.595741666666666,0.2789360438692792,17.0887725,0.5351834349775346,,,18.40040135416667,0.44588941878829125,,,6.595741666666666,0.2789360438692792,,
13,Ntsr1Cre_2019_0002,3,7,45,1.7161768611111112,0.08262359466175687,1.8963892604166668,0.07435997740581458,0.2744776666666667,0.05511529552527488,1.7161768611111112,0.08262359466175687,,,1.8963892604166668,0.07435997740581458,,,0.2744776666666667,0.05511529552527488,,
