,m,s,e,u,spl_paramset,spl_r_train,spl_r_test,spl_r_test_repeats,spl_fev,spl_rf_qi,spl_rf_thresh,spl_rf_area,hm_version,hm_seq_num,hmu_fr_mean_e,hmu_fr_var_e,hmu_fr_mean_stim,hmu_fr_mean_stim_ctrl,hmu_fr_var_stim_ctrl,hmu_fr_mean_stim_opto,hmu_fr_var_stim_opto,hmu_fr_mean_spont_ctrl,hmu_fr_var_spont_ctrl,hmu_fr_mean_spont_opto,hmu_fr_var_spont_opto,hmu_omi_e,hmu_omi_stim,hmu_omi_spont,hmu_oracle,hmu_explainable_var,hmu_sta_corrected,hmu_ts
0,Ntsr1Cre_2019_0007,6,9,1,7,0.0924886,0.0623417,"[ 0.04655697 -0.04956197  0.06012503 -0.00341167  0.00658884  0.02992572
  0.04349258  0.07046537 -0.01607664]",-0.0515001,0.332883,0.14,1.5,3,1,3.18793,0.0994869,3.17508,3.13499,0.149016,3.24005,0.170831,2.99948,2.04659,3.14379,2.82636,0.0173299,0.0164793,0.0234916,0.066431,0.00664913,"[[ 2.36137244e-03  3.03735451e-03  4.11111484e-03  3.66667953e-03
   1.99248120e-03  1.37707504e-03  1.58622204e-03  1.30867405e-03
   8.66792805e-04  8.04289949e-05 -2.16854817e-04  9.47255550e-05
   2.41158335e-04  7.36663083e-05 -7.87744137e-05 -4.24359609e-04
  -3.29801547e-04 -7.55502494e-04 -8.75961439e-04 -7.35854229e-04
  -1.03396825e-03 -1.60188876e-03 -1.93351301e-03 -1.98348423e-03
  -1.79099692e-03]
 [ 1.49963835e-03  2.13708860e-03  3.73607521e-03  3.11005854e-03
   1.34961390e-03  1.05491903e-03  1.71115478e-03  1.53879743e-03
   1.09143098e-03  8.21992539e-04  7.17596120e-04  9.25949429e-04
   5.04558197e-04 -1.65210622e-04 -1.86125436e-05 -6.51016712e-04
  -1.11308731e-03 -2.10081069e-03 -1.94316323e-03 -9.53198281e-04
  -3.00330880e-04 -3.50228641e-04 -1.03708860e-03 -1.49295066e-03
  -1.18684950e-03]
 [ 1.10651316e-03  1.55393408e-03  2.97242246e-03  2.22082529e-03
   9.98856500e-04  1.09687865e-03  1.78768213e-03  1.56589761e-03
   1.10368036e-03  7.43493025e-04  8.98799271e-04  1.12628805e-03
   7.60043660e-05 -8.22830977e-04 -5.13730954e-04 -9.25315625e-04
  -1.67497906e-03 -2.41135255e-03 -2.14309810e-03 -1.01381877e-03
  -7.20136865e-05  1.40983318e-04 -2.68087236e-04 -1.22435170e-03
  -1.44201329e-03]
 [ 1.32849936e-03  2.13554025e-03  3.17226796e-03  2.26301498e-03
   1.03551176e-03  5.26470753e-04  1.37415841e-03  1.11951053e-03
   1.34851024e-03  1.40469320e-03  1.28920996e-03  1.44217720e-03
   5.16529093e-04 -7.34139721e-04 -4.36525051e-04 -8.48835745e-04
  -1.59229898e-03 -2.04562485e-03 -1.74788900e-03 -1.20766054e-03
  -7.10700570e-04 -4.51126836e-04 -8.21365177e-04 -1.48485276e-03
  -1.08924498e-03]
 [ 9.91500657e-04  1.57559223e-03  2.04811310e-03  1.75799931e-03
   8.22917607e-04  6.09290948e-05  6.78311264e-04  1.38190411e-03
   2.02581932e-03  2.22292575e-03  1.74301790e-03  1.20749182e-03
   4.72247501e-04 -3.26673851e-04 -6.42137069e-04 -1.32195674e-03
  -1.67285289e-03 -1.49833308e-03 -1.62773583e-03 -1.96605265e-03
  -2.30978317e-03 -2.29329035e-03 -2.68416867e-03 -2.43239494e-03
  -1.83025284e-03]
 [ 5.45267955e-04  8.20829244e-04  3.96939505e-04  1.62515301e-04
  -7.65558313e-05 -7.00930946e-04  3.18070355e-04  2.75297105e-03
   3.10691679e-03  3.18583599e-03  2.65412621e-03  1.82337958e-03
   1.06813816e-03  5.14402567e-04 -3.19779099e-04 -1.55727846e-03
  -1.89912010e-03 -1.22541509e-03 -1.58927880e-03 -2.78982965e-03
  -3.51466083e-03 -3.92444076e-03 -3.58821367e-03 -2.55093697e-03
  -2.04145466e-03]
 [ 4.84141265e-04  8.98212129e-04  4.38301538e-04 -9.93369448e-04
  -9.30841987e-04 -7.24066900e-04  5.17206749e-04  3.93837881e-03
   4.07089648e-03  3.31908907e-03  2.76707161e-03  2.13884562e-03
   1.06514480e-03  4.20406900e-04 -3.41344130e-04 -1.13181909e-03
  -1.70257711e-03 -1.41972766e-03 -1.90029088e-03 -2.82079103e-03
  -3.87452107e-03 -4.47241347e-03 -3.46307179e-03 -1.81884234e-03
  -1.43220297e-03]
 [ 1.98152757e-04  9.53033216e-04  2.27369713e-04 -1.42532435e-03
  -8.96327577e-04  1.56684603e-04  1.09210358e-03  3.94657334e-03
   4.02848622e-03  2.80651614e-03  2.36437005e-03  2.12973002e-03
   9.15730013e-04  3.58610785e-04 -1.77529101e-04 -1.05467290e-03
  -1.94798320e-03 -1.58332258e-03 -2.21275075e-03 -3.04279390e-03
  -3.93478542e-03 -4.37300516e-03 -2.94317946e-03 -1.59388264e-03
  -1.86562616e-03]
 [ 1.56791358e-04  7.11375172e-04  1.05784087e-04 -8.04316852e-04
   1.73640374e-04  9.21939116e-04  1.45497617e-03  2.80373126e-03
   3.06265523e-03  2.59970576e-03  2.09804898e-03  2.62344678e-03
   1.78672027e-03  1.34781936e-03  5.61670423e-04 -4.11664036e-04
  -1.35224352e-03 -1.67330803e-03 -2.51745104e-03 -3.14762999e-03
  -3.68926961e-03 -3.64496292e-03 -2.09202302e-03 -1.69143087e-03
  -2.17245547e-03]
 [ 1.64152647e-05  1.92208650e-04 -6.03454034e-04 -1.29903595e-03
  -9.09453099e-04 -5.09346821e-04  4.22693272e-04  1.28525896e-03
   1.95125774e-03  2.09411297e-03  1.92934111e-03  2.66938025e-03
   2.03434494e-03  1.57426731e-03  5.73804743e-04  4.55424374e-04
  -2.70801654e-04 -1.36117477e-03 -2.21957636e-03 -2.99501033e-03
  -3.14285379e-03 -2.63245799e-03 -1.70635335e-03 -1.98395921e-03
  -2.82313994e-03]
 [ 5.01414175e-04  2.97858297e-04 -3.21844128e-04 -1.08204236e-03
  -1.30414459e-03 -1.38609924e-03 -5.77508474e-04  4.34406742e-04
   8.23009101e-04  1.09179263e-03  1.60732811e-03  2.43634774e-03
   2.07155563e-03  1.62697503e-03  3.99844230e-04  4.55797193e-04
   8.93600695e-05 -1.09049796e-03 -1.86460578e-03 -1.84113319e-03
  -1.59595363e-03 -2.06477432e-03 -1.71880780e-03 -2.30483481e-03
  -2.90365604e-03]
 [ 8.77031659e-04  3.95794367e-04 -3.17939108e-04 -8.40743357e-04
  -9.66081799e-04 -1.00851163e-03 -5.95915747e-04  2.17085034e-04
  -1.39998090e-05  5.10760419e-04  1.00788571e-03  1.31915561e-03
   1.85642521e-03  2.35016435e-03  7.22716953e-04  3.24884399e-04
  -2.68637823e-04 -9.59893686e-04 -1.69565007e-03 -1.24278527e-03
  -1.06558488e-03 -1.45156544e-03 -1.39613931e-03 -2.34464034e-03
  -2.64525341e-03]
 [ 2.89122736e-04 -1.31703094e-04 -7.76156050e-04 -1.20379077e-03
  -3.05757959e-04 -7.05666354e-04 -9.38817752e-04 -7.20495699e-04
  -1.11797451e-04  5.10394261e-04  1.01973176e-03  1.65582842e-03
   2.82041195e-03  2.93614878e-03  1.49699760e-03  4.13580238e-04
  -2.18323038e-04 -4.40329646e-04 -1.25377760e-03 -1.06388894e-03
  -1.74488722e-03 -1.90049987e-03 -2.16558285e-03 -2.14625676e-03
  -2.45028343e-03]
 [ 1.37138289e-04  1.02314217e-04 -5.68540609e-04 -1.38400265e-03
  -5.69665236e-04 -2.44134119e-04 -1.75667367e-04 -2.13271303e-04
   8.91424436e-04  2.03944001e-03  2.26775395e-03  1.90248071e-03
   2.76649676e-03  3.42620125e-03  2.82794262e-03  1.17840136e-03
   3.42949944e-04  1.55278635e-04 -4.06765333e-04 -9.02009273e-04
  -1.71343378e-03 -1.69331441e-03 -1.82877258e-03 -2.00994461e-03
  -2.46421451e-03]
 [ 1.08694677e-04 -3.73505738e-04 -5.85688157e-04 -1.96988722e-03
  -1.34813205e-03 -4.34002633e-04 -3.89041197e-04 -9.36907341e-05
   1.28708671e-03  2.04823626e-03  2.20847639e-03  2.18605382e-03
   3.41156819e-03  3.91065143e-03  3.00082933e-03  1.25384160e-03
   4.49489771e-04  6.11959518e-05 -4.64235687e-04 -1.03168463e-03
  -1.59503606e-03 -1.83628512e-03 -1.78113234e-03 -1.61885331e-03
  -1.76777337e-03]
 [-3.50020878e-04 -6.69808103e-04 -5.39743319e-04 -1.92030063e-03
  -1.14853672e-03 -5.38462645e-04  5.38439509e-05  7.22009862e-04
   1.24620526e-03  1.66486926e-03  1.46534354e-03  1.91067135e-03
   2.91329178e-03  3.60241912e-03  2.95816494e-03  1.60748221e-03
   8.22887009e-04 -1.69667272e-04 -7.93861461e-04 -4.37403465e-04
  -9.83781149e-04 -1.62094849e-03 -1.54029781e-03 -7.31603577e-04
  -5.62429978e-04]]",2021-01-20 18:19:25
1,Ntsr1Cre_2019_0007,6,9,1,8,0.384698,0.497021,"[0.67770199 0.11821882 0.62251131 0.13463994 0.09978443 0.59427275
 0.15054606 0.31126587 0.33151729]",8.74187,0.344007,0.22,1.0,3,1,3.18793,0.0994869,3.17508,3.13499,0.149016,3.24005,0.170831,2.99948,2.04659,3.14379,2.82636,0.0173299,0.0164793,0.0234916,0.066431,0.00664913,"[[ 2.36137244e-03  3.03735451e-03  4.11111484e-03  3.66667953e-03
   1.99248120e-03  1.37707504e-03  1.58622204e-03  1.30867405e-03
   8.66792805e-04  8.04289949e-05 -2.16854817e-04  9.47255550e-05
   2.41158335e-04  7.36663083e-05 -7.87744137e-05 -4.24359609e-04
  -3.29801547e-04 -7.55502494e-04 -8.75961439e-04 -7.35854229e-04
  -1.03396825e-03 -1.60188876e-03 -1.93351301e-03 -1.98348423e-03
  -1.79099692e-03]
 [ 1.49963835e-03  2.13708860e-03  3.73607521e-03  3.11005854e-03
   1.34961390e-03  1.05491903e-03  1.71115478e-03  1.53879743e-03
   1.09143098e-03  8.21992539e-04  7.17596120e-04  9.25949429e-04
   5.04558197e-04 -1.65210622e-04 -1.86125436e-05 -6.51016712e-04
  -1.11308731e-03 -2.10081069e-03 -1.94316323e-03 -9.53198281e-04
  -3.00330880e-04 -3.50228641e-04 -1.03708860e-03 -1.49295066e-03
  -1.18684950e-03]
 [ 1.10651316e-03  1.55393408e-03  2.97242246e-03  2.22082529e-03
   9.98856500e-04  1.09687865e-03  1.78768213e-03  1.56589761e-03
   1.10368036e-03  7.43493025e-04  8.98799271e-04  1.12628805e-03
   7.60043660e-05 -8.22830977e-04 -5.13730954e-04 -9.25315625e-04
  -1.67497906e-03 -2.41135255e-03 -2.14309810e-03 -1.01381877e-03
  -7.20136865e-05  1.40983318e-04 -2.68087236e-04 -1.22435170e-03
  -1.44201329e-03]
 [ 1.32849936e-03  2.13554025e-03  3.17226796e-03  2.26301498e-03
   1.03551176e-03  5.26470753e-04  1.37415841e-03  1.11951053e-03
   1.34851024e-03  1.40469320e-03  1.28920996e-03  1.44217720e-03
   5.16529093e-04 -7.34139721e-04 -4.36525051e-04 -8.48835745e-04
  -1.59229898e-03 -2.04562485e-03 -1.74788900e-03 -1.20766054e-03
  -7.10700570e-04 -4.51126836e-04 -8.21365177e-04 -1.48485276e-03
  -1.08924498e-03]
 [ 9.91500657e-04  1.57559223e-03  2.04811310e-03  1.75799931e-03
   8.22917607e-04  6.09290948e-05  6.78311264e-04  1.38190411e-03
   2.02581932e-03  2.22292575e-03  1.74301790e-03  1.20749182e-03
   4.72247501e-04 -3.26673851e-04 -6.42137069e-04 -1.32195674e-03
  -1.67285289e-03 -1.49833308e-03 -1.62773583e-03 -1.96605265e-03
  -2.30978317e-03 -2.29329035e-03 -2.68416867e-03 -2.43239494e-03
  -1.83025284e-03]
 [ 5.45267955e-04  8.20829244e-04  3.96939505e-04  1.62515301e-04
  -7.65558313e-05 -7.00930946e-04  3.18070355e-04  2.75297105e-03
   3.10691679e-03  3.18583599e-03  2.65412621e-03  1.82337958e-03
   1.06813816e-03  5.14402567e-04 -3.19779099e-04 -1.55727846e-03
  -1.89912010e-03 -1.22541509e-03 -1.58927880e-03 -2.78982965e-03
  -3.51466083e-03 -3.92444076e-03 -3.58821367e-03 -2.55093697e-03
  -2.04145466e-03]
 [ 4.84141265e-04  8.98212129e-04  4.38301538e-04 -9.93369448e-04
  -9.30841987e-04 -7.24066900e-04  5.17206749e-04  3.93837881e-03
   4.07089648e-03  3.31908907e-03  2.76707161e-03  2.13884562e-03
   1.06514480e-03  4.20406900e-04 -3.41344130e-04 -1.13181909e-03
  -1.70257711e-03 -1.41972766e-03 -1.90029088e-03 -2.82079103e-03
  -3.87452107e-03 -4.47241347e-03 -3.46307179e-03 -1.81884234e-03
  -1.43220297e-03]
 [ 1.98152757e-04  9.53033216e-04  2.27369713e-04 -1.42532435e-03
  -8.96327577e-04  1.56684603e-04  1.09210358e-03  3.94657334e-03
   4.02848622e-03  2.80651614e-03  2.36437005e-03  2.12973002e-03
   9.15730013e-04  3.58610785e-04 -1.77529101e-04 -1.05467290e-03
  -1.94798320e-03 -1.58332258e-03 -2.21275075e-03 -3.04279390e-03
  -3.93478542e-03 -4.37300516e-03 -2.94317946e-03 -1.59388264e-03
  -1.86562616e-03]
 [ 1.56791358e-04  7.11375172e-04  1.05784087e-04 -8.04316852e-04
   1.73640374e-04  9.21939116e-04  1.45497617e-03  2.80373126e-03
   3.06265523e-03  2.59970576e-03  2.09804898e-03  2.62344678e-03
   1.78672027e-03  1.34781936e-03  5.61670423e-04 -4.11664036e-04
  -1.35224352e-03 -1.67330803e-03 -2.51745104e-03 -3.14762999e-03
  -3.68926961e-03 -3.64496292e-03 -2.09202302e-03 -1.69143087e-03
  -2.17245547e-03]
 [ 1.64152647e-05  1.92208650e-04 -6.03454034e-04 -1.29903595e-03
  -9.09453099e-04 -5.09346821e-04  4.22693272e-04  1.28525896e-03
   1.95125774e-03  2.09411297e-03  1.92934111e-03  2.66938025e-03
   2.03434494e-03  1.57426731e-03  5.73804743e-04  4.55424374e-04
  -2.70801654e-04 -1.36117477e-03 -2.21957636e-03 -2.99501033e-03
  -3.14285379e-03 -2.63245799e-03 -1.70635335e-03 -1.98395921e-03
  -2.82313994e-03]
 [ 5.01414175e-04  2.97858297e-04 -3.21844128e-04 -1.08204236e-03
  -1.30414459e-03 -1.38609924e-03 -5.77508474e-04  4.34406742e-04
   8.23009101e-04  1.09179263e-03  1.60732811e-03  2.43634774e-03
   2.07155563e-03  1.62697503e-03  3.99844230e-04  4.55797193e-04
   8.93600695e-05 -1.09049796e-03 -1.86460578e-03 -1.84113319e-03
  -1.59595363e-03 -2.06477432e-03 -1.71880780e-03 -2.30483481e-03
  -2.90365604e-03]
 [ 8.77031659e-04  3.95794367e-04 -3.17939108e-04 -8.40743357e-04
  -9.66081799e-04 -1.00851163e-03 -5.95915747e-04  2.17085034e-04
  -1.39998090e-05  5.10760419e-04  1.00788571e-03  1.31915561e-03
   1.85642521e-03  2.35016435e-03  7.22716953e-04  3.24884399e-04
  -2.68637823e-04 -9.59893686e-04 -1.69565007e-03 -1.24278527e-03
  -1.06558488e-03 -1.45156544e-03 -1.39613931e-03 -2.34464034e-03
  -2.64525341e-03]
 [ 2.89122736e-04 -1.31703094e-04 -7.76156050e-04 -1.20379077e-03
  -3.05757959e-04 -7.05666354e-04 -9.38817752e-04 -7.20495699e-04
  -1.11797451e-04  5.10394261e-04  1.01973176e-03  1.65582842e-03
   2.82041195e-03  2.93614878e-03  1.49699760e-03  4.13580238e-04
  -2.18323038e-04 -4.40329646e-04 -1.25377760e-03 -1.06388894e-03
  -1.74488722e-03 -1.90049987e-03 -2.16558285e-03 -2.14625676e-03
  -2.45028343e-03]
 [ 1.37138289e-04  1.02314217e-04 -5.68540609e-04 -1.38400265e-03
  -5.69665236e-04 -2.44134119e-04 -1.75667367e-04 -2.13271303e-04
   8.91424436e-04  2.03944001e-03  2.26775395e-03  1.90248071e-03
   2.76649676e-03  3.42620125e-03  2.82794262e-03  1.17840136e-03
   3.42949944e-04  1.55278635e-04 -4.06765333e-04 -9.02009273e-04
  -1.71343378e-03 -1.69331441e-03 -1.82877258e-03 -2.00994461e-03
  -2.46421451e-03]
 [ 1.08694677e-04 -3.73505738e-04 -5.85688157e-04 -1.96988722e-03
  -1.34813205e-03 -4.34002633e-04 -3.89041197e-04 -9.36907341e-05
   1.28708671e-03  2.04823626e-03  2.20847639e-03  2.18605382e-03
   3.41156819e-03  3.91065143e-03  3.00082933e-03  1.25384160e-03
   4.49489771e-04  6.11959518e-05 -4.64235687e-04 -1.03168463e-03
  -1.59503606e-03 -1.83628512e-03 -1.78113234e-03 -1.61885331e-03
  -1.76777337e-03]
 [-3.50020878e-04 -6.69808103e-04 -5.39743319e-04 -1.92030063e-03
  -1.14853672e-03 -5.38462645e-04  5.38439509e-05  7.22009862e-04
   1.24620526e-03  1.66486926e-03  1.46534354e-03  1.91067135e-03
   2.91329178e-03  3.60241912e-03  2.95816494e-03  1.60748221e-03
   8.22887009e-04 -1.69667272e-04 -7.93861461e-04 -4.37403465e-04
  -9.83781149e-04 -1.62094849e-03 -1.54029781e-03 -7.31603577e-04
  -5.62429978e-04]]",2021-01-20 18:19:25
2,Ntsr1Cre_2019_0007,6,9,3,7,0.0459176,0.0250544,"[ 0.08265031 -0.02133732 -0.02338964 -0.00589767  0.00377029  0.04455068
 -0.04590398  0.08760957 -0.05502753]",-0.0626533,0.582739,-0.19,1.75,3,1,0.715252,0.0153576,0.723626,0.717029,0.0267331,0.713503,0.0274663,0.34737,0.129172,0.647965,0.212308,0.0046118,-0.00246537,0.302003,0.155819,0.00275096,"[[-8.41316060e-04 -9.23407398e-04 -2.99457415e-04  1.27582531e-04
   5.08663377e-04  1.52649868e-03  1.33118370e-03  1.66463374e-03
   2.06606892e-03  2.25504023e-03  1.04568493e-03 -6.63353236e-04
  -1.09695709e-03 -1.37180203e-03 -1.26070591e-03 -3.25009070e-04
  -1.96829630e-03 -2.30962358e-03 -5.64169154e-04  2.43134383e-03
   4.40604076e-03  4.37919866e-03  4.06132042e-03  4.16362827e-03
   5.23926672e-03]
 [-1.29330066e-03 -1.05300759e-03 -4.34662101e-04 -7.44546808e-04
  -8.52253023e-04 -2.35044360e-04  3.86224214e-04  7.09339397e-04
   8.80952889e-04  4.44911711e-04 -4.18505280e-04 -9.62711012e-04
  -8.18383399e-04 -8.13868406e-04 -9.78970116e-04  3.21758953e-04
  -1.49760046e-03 -2.14381217e-03 -1.23432359e-03  1.79146329e-03
   4.49022621e-03  4.81334704e-03  4.52781780e-03  4.72888922e-03
   4.77600729e-03]
 [-2.08672188e-03 -1.66127391e-03 -4.70428556e-04 -2.21503454e-04
  -6.29856512e-04 -6.30513895e-04 -2.16831190e-04 -1.57958203e-04
   3.47897904e-04 -1.41448742e-04 -9.74698609e-04 -6.01501425e-04
  -1.26724672e-04 -8.51974564e-04 -8.03187726e-04  6.20910266e-04
  -1.12144607e-03 -1.87654951e-03 -1.55584616e-03  9.06697702e-04
   3.30097943e-03  3.57169881e-03  3.78572230e-03  3.68242491e-03
   3.07067292e-03]
 [-2.23929144e-03 -1.43328066e-03 -2.78949178e-04  6.11149354e-04
   8.80244738e-04  2.21147769e-04  1.82246261e-04  7.21422429e-04
   6.16017143e-04  2.61035286e-04 -1.44073492e-03 -1.46262965e-03
  -8.18344667e-04 -1.75267028e-03 -1.42845825e-03 -1.13849993e-04
  -1.61118109e-03 -2.19561439e-03 -2.28428488e-03 -5.67539132e-04
   1.97508733e-03  2.91728114e-03  3.75402277e-03  3.94274827e-03
   3.60861664e-03]
 [-1.96663300e-03 -6.52843683e-04  7.60456770e-04  8.69799813e-04
   1.51497960e-03  4.25996788e-04  2.10190887e-04  7.86314780e-04
   3.09273122e-04  4.84753939e-05 -1.49755885e-03 -2.08585398e-03
  -2.53250128e-03 -2.29670683e-03 -1.70264777e-03 -1.34517106e-03
  -1.60732347e-03 -1.59814214e-03 -1.34961858e-03 -4.25328914e-04
   1.51792925e-03  2.26159998e-03  2.57197367e-03  3.07561462e-03
   3.09333358e-03]
 [-1.93650043e-03 -1.28260629e-03  5.80920975e-06  4.34821574e-04
   1.41607161e-03  4.19472168e-04 -5.16476611e-05  4.27246776e-04
   1.19138231e-04  6.47338113e-04 -9.69183644e-04 -1.97064676e-03
  -2.45014271e-03 -1.33741329e-03 -8.03205256e-04 -7.96928093e-04
  -8.02635610e-04 -4.50822749e-04 -3.20682412e-04  7.49133409e-04
   6.83800612e-04  9.83080358e-04  1.43272689e-03  2.08920773e-03
   2.43908278e-03]
 [-1.76314019e-03 -1.59479590e-03 -5.25379743e-04  6.41323204e-05
   9.54932342e-04  1.39472290e-05 -1.10530050e-03 -5.21781585e-04
   2.64741462e-04 -1.71449958e-04 -1.04987890e-03 -1.19812452e-03
  -8.87905135e-04 -3.26644547e-04 -2.69035904e-05  2.93919357e-04
   3.77047123e-04  3.37384096e-04  2.01333033e-04  6.19551714e-04
  -2.90468023e-04 -3.97991803e-04  6.50622153e-04  2.04232556e-03
   1.86210937e-03]
 [-1.52503874e-03 -1.46366185e-03 -1.13178250e-03 -1.17992241e-03
  -6.73702949e-04 -1.22358828e-03 -1.98075653e-03 -1.55356040e-03
  -3.52622781e-04 -1.09302289e-03 -1.21344019e-03 -8.77250235e-04
  -2.05455372e-04 -2.71863060e-04 -7.22950956e-04 -5.79116243e-04
  -2.22008316e-04  3.25032231e-04  4.51532091e-04  2.41300377e-04
  -9.92435555e-04 -1.15944779e-03 -2.84607517e-04  1.47478702e-03
   1.10707035e-03]
 [-2.16257783e-03 -1.84823247e-03 -1.86380980e-03 -1.99335586e-03
  -9.33553693e-04 -7.10933637e-04 -1.30043137e-03 -1.12133427e-03
  -1.24335020e-04 -2.34117763e-04 -8.40735418e-04 -7.34675273e-04
  -2.98910768e-04 -9.98502160e-04 -1.24284204e-03 -7.30892710e-04
  -5.80685905e-04 -7.85571290e-05  3.93290503e-04 -7.66940614e-05
  -1.31507703e-03 -1.44002074e-03 -1.21625189e-03  4.45758048e-04
   6.64403321e-04]
 [-1.68693172e-03 -1.12046097e-03 -6.81694511e-04  1.76625240e-04
  -3.05002341e-05  1.24970691e-04 -7.26922650e-04 -9.50009803e-04
   3.30204183e-07  3.98875471e-04  2.75201486e-04  2.31513864e-04
  -5.59750000e-05 -4.00967915e-04 -7.00071917e-05  5.43396790e-04
   2.06571703e-04  4.06064950e-04 -6.54949506e-05 -5.83012301e-04
  -1.03217383e-03 -1.18851298e-03 -1.35155168e-03 -1.34976010e-04
   1.17908895e-03]
 [-1.49727512e-03 -6.01541870e-04  8.87429734e-04  1.68829287e-03
   6.49324414e-04  9.89093494e-04  3.09734464e-04 -7.17942761e-04
  -3.04539624e-04  3.49007179e-04  7.21149974e-04  1.05831574e-03
   5.30667984e-04  6.40620150e-04  7.67093938e-04  9.17848697e-04
   5.77041128e-04  7.57653229e-04  2.72760701e-04 -6.53269725e-04
  -9.30442023e-04 -7.95729208e-04 -4.86205956e-05  3.19321960e-04
   1.01104956e-03]
 [-5.76297046e-04  2.29157622e-04  1.04126227e-03  2.40032562e-03
   1.06830309e-03  6.28328588e-04  3.42781403e-04 -3.91520293e-04
  -3.26482433e-04  5.60316446e-04  7.20064378e-04  1.26463904e-03
   5.97030722e-04  5.68340442e-04  8.04647165e-04  8.88998566e-04
   2.97165992e-04  7.13194072e-04  1.25252737e-03  8.92322098e-04
   1.42310411e-04  1.54890285e-06  9.44797041e-04  1.30407474e-03
   1.31538703e-03]
 [-1.89215042e-04 -3.82636869e-05 -1.45895046e-04  1.48738753e-04
  -2.39617983e-04 -1.16112412e-03 -1.34465793e-03 -1.01634375e-03
  -4.91257026e-04  2.13282810e-04  5.08678459e-04  3.62782302e-04
  -5.58941236e-05  3.48204139e-04  7.13893863e-04  7.11493607e-04
   4.89908606e-04  8.89432036e-04  1.52745983e-03  1.21658225e-03
   1.68636104e-04 -6.74677347e-04  3.45961113e-04  1.60067875e-03
   1.24997079e-03]
 [ 4.73645450e-05 -3.38265426e-04 -6.24249959e-04 -8.08799571e-04
  -8.27861584e-04 -1.60901233e-03 -2.01258738e-03 -1.51760764e-03
  -1.31615867e-03 -1.02724672e-03  1.78004112e-04  3.84401252e-04
  -2.75884335e-04 -2.89309007e-04  3.31621596e-05  6.65906985e-04
   1.48694564e-04 -1.57253629e-04 -9.47822314e-05  9.12040206e-05
  -3.81852981e-04 -7.90383941e-04 -3.41023131e-04  9.81555609e-04
   7.74754899e-04]
 [ 1.02748490e-03  3.05406754e-04  5.13339540e-06 -6.01639394e-05
  -6.96220603e-04 -1.22135832e-03 -1.41559569e-03 -1.31593140e-03
  -1.83790868e-03 -7.99087287e-04  7.23323146e-04  9.51199301e-04
  -5.13816037e-04 -1.44845450e-03 -1.37452546e-03 -1.04713160e-03
  -1.14655360e-03 -9.85652892e-04 -1.21979856e-03 -5.81260778e-04
  -1.04622814e-03 -1.01233518e-03 -5.49766896e-04  8.65430356e-04
   1.30135738e-03]
 [ 1.06667570e-03  1.03359862e-04 -9.14848706e-05 -2.81027671e-04
  -1.16268814e-03 -1.09335597e-03 -7.48679468e-04 -8.79553890e-04
  -1.54377593e-03 -3.17901208e-04  5.03665501e-04  8.03454501e-04
  -6.96811761e-04 -1.48599280e-03 -2.12607265e-03 -2.11230537e-03
  -1.32415217e-03 -7.32070012e-04 -1.32901544e-03 -9.69887968e-04
  -1.35657488e-03 -1.43153945e-03 -1.49456261e-03 -9.36421531e-04
   7.74328489e-04]]",2021-01-20 18:19:37
